time,pleth_1
28:23.4,64785
28:23.4,64761
28:23.4,64761
28:23.4,64756
28:23.4,64729
28:23.4,64711
28:23.4,64680
28:23.4,64680
28:23.4,64666
28:23.4,64657
28:23.4,64638
28:23.4,64610
28:23.4,64610
28:23.4,64596
28:23.4,64587
28:23.4,64569
28:23.4,64555
28:23.4,64555
28:23.4,64544
28:23.4,64536
28:23.4,64524
28:23.4,64522
28:23.4,64522
28:23.4,64509
28:23.4,64500
28:23.4,64490
28:23.4,64481
28:23.4,64481
28:23.4,64491
28:23.5,64486
28:23.5,64481
28:23.5,64475
28:23.5,64475
28:23.5,64467
28:23.5,64473
28:23.5,64467
28:23.5,64469
28:23.5,64469
28:23.5,64466
28:23.5,64463
28:23.5,64456
28:23.5,64466
28:23.5,64466
28:23.5,64461
28:23.5,64453
28:23.5,64459
28:23.5,64459
28:23.5,64469
28:23.5,64463
28:23.5,64469
28:23.5,64473
28:23.5,64473
28:23.5,64478
28:23.5,64462
28:23.5,64475
28:23.5,64485
28:23.5,64485
28:23.5,64489
28:23.5,64490
28:23.5,64498
28:23.5,64495
28:23.5,64495
28:23.5,64506
28:23.5,64510
28:23.5,64501
28:23.5,64516
28:23.5,64516
28:23.5,64532
28:23.5,64528
28:23.5,64542
28:23.5,64540
28:23.5,64540
28:23.5,64548
28:23.5,64549
28:23.5,64546
28:23.5,64544
28:23.5,64544
28:23.5,64565
28:23.5,64573
28:23.6,64570
28:23.6,64576
28:23.6,64576
28:23.6,64585
28:23.6,64592
28:23.6,64601
28:23.6,64601
28:23.6,64601
28:23.6,64609
28:23.6,64599
28:23.6,64606
28:23.6,64621
28:23.6,64621
28:23.6,64613
28:23.6,64623
28:23.6,64623
28:23.6,64623
28:23.6,64640
28:23.6,64634
28:23.6,64633
28:23.6,64644
28:23.6,64644
28:23.6,64644
28:23.6,64653
28:23.6,64655
28:23.6,64654
28:23.6,64654
28:23.6,64655
28:23.6,64664
28:23.6,64664
28:23.6,64668
28:23.6,64668
28:23.6,64682
28:23.6,64668
28:23.6,64678
28:23.6,64679
28:23.6,64679
28:23.6,64676
28:23.6,64687
28:23.6,64690
28:23.6,64679
28:23.6,64679
28:23.6,64684
28:23.6,64677
28:23.6,64685
28:23.6,64682
28:23.6,64682
28:23.6,64685
28:23.6,64695
28:23.6,64695
28:23.7,64706
28:23.7,64706
28:23.7,64696
28:23.7,64715
28:23.7,64715
28:23.7,64719
28:23.7,64719
28:23.7,64721
28:23.7,64731
28:23.7,64719
28:23.7,64719
28:23.7,64736
28:23.7,64736
28:23.7,64747
28:23.7,64738
28:23.7,64738
28:23.7,64749
28:23.7,64750
28:23.7,64749
28:23.7,64761
28:23.7,64761
28:23.7,64765
28:23.7,64767
28:23.7,64778
28:23.7,64769
28:23.7,64769
28:23.7,64785
28:23.7,64788
28:23.7,64798
28:23.7,64797
28:23.7,64797
28:23.7,64801
28:23.7,64806
28:23.7,64796
28:23.7,64807
28:23.7,64807
28:23.7,64816
28:23.7,64823
28:23.7,64827
28:23.7,64821
28:23.7,64821
28:23.7,64850
28:23.7,64829
28:23.7,64835
28:23.7,64842
28:23.7,64842
28:23.7,64852
28:23.7,64855
28:23.7,64860
28:23.7,64858
28:23.8,64858
28:23.8,64861
28:23.8,64879
28:23.8,64872
28:23.8,64890
28:23.8,64890
28:23.8,64873
28:23.8,64882
28:23.8,64893
28:23.8,64893
28:23.8,64895
28:23.8,64902
28:23.8,64902
28:23.8,64900
28:23.8,64900
28:23.8,64902
28:23.8,64899
28:23.8,64900
28:23.8,64905
28:23.8,64905
28:23.8,64907
28:23.8,64905
28:23.8,64913
28:23.8,64909
28:23.8,64909
28:23.8,64913
28:23.8,64923
28:23.8,64912
28:23.8,64934
28:23.8,64934
28:23.8,64917
28:23.8,64911
28:23.8,64927
28:23.8,64910
28:23.8,64910
28:23.8,64923
28:23.8,64921
28:23.8,64921
28:23.8,64911
28:23.8,64911
28:23.8,64930
28:23.8,64931
28:23.8,64925
28:23.8,64927
28:23.8,64927
28:23.8,64912
28:23.8,64922
28:23.8,64935
28:23.8,64932
28:23.8,64932
28:23.9,64930
28:23.9,64931
28:23.9,64924
28:23.9,64933
28:23.9,64933
28:23.9,64926
28:23.9,64915
28:23.9,64923
28:23.9,64923
28:23.9,64911
28:23.9,64916
28:23.9,64917
28:23.9,64917
28:23.9,64917
28:23.9,64927
28:23.9,64907
28:23.9,64917
28:23.9,64910
28:23.9,64910
28:23.9,64909
28:23.9,64922
28:23.9,64904
28:23.9,64897
28:23.9,64897
28:23.9,64892
28:23.9,64891
28:23.9,64879
28:23.9,64868
28:23.9,64868
28:23.9,64880
28:23.9,64860
28:23.9,64844
28:23.9,64837
28:23.9,64837
28:23.9,64834
28:23.9,64822
28:23.9,64800
28:23.9,64789
28:23.9,64789
28:23.9,64790
28:23.9,64765
28:23.9,64743
28:23.9,64728
28:23.9,64728
28:23.9,64713
28:23.9,64689
28:23.9,64685
28:23.9,64675
28:23.9,64675
28:23.9,64639
28:24.0,64633
28:24.0,64604
28:24.0,64586
28:24.0,64586
28:24.0,64553
28:24.0,64551
28:24.0,64527
28:24.0,64527
28:24.0,64520
28:24.0,64490
28:24.0,64465
28:24.0,64446
28:24.0,64446
28:24.0,64430
28:24.0,64427
28:24.0,64405
28:24.0,64387
28:24.0,64387
28:24.0,64377
28:24.0,64357
28:24.0,64348
28:24.0,64322
28:24.0,64322
28:24.0,64317
28:24.0,64313
28:24.0,64314
28:24.0,64285
28:24.0,64285
28:24.0,64301
28:24.0,64302
28:24.0,64283
28:24.0,64274
28:24.0,64274
28:24.0,64278
28:24.0,64269
28:24.0,64267
28:24.0,64285
28:24.0,64285
28:24.0,64295
28:24.0,64283
28:24.0,64286
28:24.0,64279
28:24.0,64279
28:24.0,64284
28:24.0,64288
28:24.0,64288
28:24.0,64305
28:24.0,64305
28:24.0,64308
28:24.0,64318
28:24.1,64326
28:24.1,64326
28:24.1,64325
28:24.1,64334
28:24.1,64353
28:24.1,64343
28:24.1,64343
28:24.1,64366
28:24.1,64373
28:24.1,64385
28:24.1,64381
28:24.1,64381
28:24.1,64397
28:24.1,64401
28:24.1,64422
28:24.1,64425
28:24.1,64425
28:24.1,64431
28:24.1,64450
28:24.1,64449
28:24.1,64460
28:24.1,64460
28:24.1,64467
28:24.1,64479
28:24.1,64480
28:24.1,64505
28:24.1,64505
28:24.1,64509
28:24.1,64527
28:24.1,64524
28:24.1,64537
28:24.1,64537
28:24.1,64548
28:24.1,64558
28:24.1,64572
28:24.1,64563
28:24.1,64563
28:24.1,64584
28:24.1,64594
28:24.1,64599
28:24.1,64620
28:24.1,64620
28:24.1,64625
28:24.1,64626
28:24.1,64646
28:24.1,64654
28:24.1,64654
28:24.1,64661
28:24.1,64666
28:24.1,64678
28:24.2,64678
28:24.2,64682
28:24.2,64689
28:24.2,64700
28:24.2,64713
28:24.2,64713
28:24.2,64724
28:24.2,64736
28:24.2,64738
28:24.2,64746
28:24.2,64746
28:24.2,64764
28:24.2,64761
28:24.2,64779
28:24.2,64778
28:24.2,64778
28:24.2,64800
28:24.2,64797
28:24.2,64806
28:24.2,64806
28:24.2,64806
28:24.2,64805
28:24.2,64828
28:24.2,64827
28:24.2,64829
28:24.2,64829
28:24.2,64840
28:24.2,64848
28:24.2,64869
28:24.2,64841
28:24.2,64841
28:24.2,64856
28:24.2,64858
28:24.2,64872
28:24.2,64855
28:24.2,64855
28:24.2,64871
28:24.2,64875
28:24.2,64877
28:24.2,64876
28:24.2,64876
28:24.2,64889
28:24.2,64885
28:24.2,64884
28:24.2,64894
28:24.2,64894
28:24.2,64887
28:24.2,64893
28:24.2,64884
28:24.2,64884
28:24.3,64903
28:24.3,64886
28:24.3,64901
28:24.3,64886
28:24.3,64886
28:24.3,64893
28:24.3,64889
28:24.3,64893
28:24.3,64892
28:24.3,64892
28:24.3,64894
28:24.3,64891
28:24.3,64892
28:24.3,64884
28:24.3,64884
28:24.3,64894
28:24.3,64870
28:24.3,64874
28:24.3,64879
28:24.3,64879
28:24.3,64871
28:24.3,64876
28:24.3,64860
28:24.3,64854
28:24.3,64854
28:24.3,64857
28:24.3,64856
28:24.3,64841
28:24.3,64833
28:24.3,64833
28:24.3,64831
28:24.3,64826
28:24.3,64827
28:24.3,64818
28:24.3,64818
28:24.3,64820
28:24.3,64820
28:24.3,64808
28:24.3,64809
28:24.3,64809
28:24.3,64805
28:24.3,64798
28:24.3,64794
28:24.3,64809
28:24.3,64809
28:24.3,64791
28:24.3,64788
28:24.3,64778
28:24.3,64778
28:24.3,64790
28:24.4,64775
28:24.4,64788
28:24.4,64769
28:24.4,64769
28:24.4,64771
28:24.4,64766
28:24.4,64761
28:24.4,64766
28:24.4,64766
28:24.4,64752
28:24.4,64754
28:24.4,64753
28:24.4,64747
28:24.4,64747
28:24.4,64755
28:24.4,64739
28:24.4,64752
28:24.4,64730
28:24.4,64730
28:24.4,64732
28:24.4,64739
28:24.4,64735
28:24.4,64739
28:24.4,64739
28:24.4,64738
28:24.4,64737
28:24.4,64740
28:24.4,64723
28:24.4,64723
28:24.4,64738
28:24.4,64749
28:24.4,64739
28:24.4,64723
28:24.4,64723
28:24.4,64739
28:24.4,64730
28:24.4,64731
28:24.4,64732
28:24.4,64732
28:24.4,64735
28:24.4,64735
28:24.4,64727
28:24.4,64740
28:24.4,64740
28:24.4,64727
28:24.4,64731
28:24.4,64736
28:24.4,64736
28:24.4,64740
28:24.4,64730
28:24.5,64738
28:24.5,64740
28:24.5,64740
28:24.5,64737
28:24.5,64738
28:24.5,64742
28:24.5,64735
28:24.5,64735
28:24.5,64746
28:24.5,64756
28:24.5,64764
28:24.5,64756
28:24.5,64756
28:24.5,64763
28:24.5,64772
28:24.5,64776
28:24.5,64775
28:24.5,64775
28:24.5,64789
28:24.5,64790
28:24.5,64799
28:24.5,64796
28:24.5,64796
28:24.5,64803
28:24.5,64815
28:24.5,64805
28:24.5,64805
28:24.5,64805
28:24.5,64808
28:24.5,64817
28:24.5,64807
28:24.5,64804
28:24.5,64804
28:24.5,64792
28:24.5,64794
28:24.5,64778
28:24.5,64787
28:24.5,64787
28:24.5,64772
28:24.5,64762
28:24.5,64751
28:24.5,64731
28:24.5,64731
28:24.5,64724
28:24.5,64706
28:24.5,64698
28:24.5,64698
28:24.5,64683
28:24.5,64657
28:24.5,64647
28:24.6,64624
28:24.6,64624
28:24.6,64623
28:24.6,64608
28:24.6,64586
28:24.6,64566
28:24.6,64566
28:24.6,64557
28:24.6,64542
28:24.6,64522
28:24.6,64518
28:24.6,64518
28:24.6,64481
28:24.6,64479
28:24.6,64473
28:24.6,64456
28:24.6,64456
28:24.6,64453
28:24.6,64441
28:24.6,64422
28:24.6,64422
28:24.6,64422
28:24.6,64409
28:24.6,64409
28:24.6,64398
28:24.6,64389
28:24.6,64389
28:24.6,64393
28:24.6,64397
28:24.6,64403
28:24.6,64389
28:24.6,64389
28:24.6,64397
28:24.6,64402
28:24.6,64409
28:24.6,64412
28:24.6,64412
28:24.6,64396
28:24.6,64417
28:24.6,64409
28:24.6,64409
28:24.6,64437
28:24.6,64431
28:24.6,64440
28:24.6,64451
28:24.6,64451
28:24.6,64451
28:24.6,64461
28:24.6,64463
28:24.6,64465
28:24.7,64465
28:24.7,64483
28:24.7,64480
28:24.7,64482
28:24.7,64484
28:24.7,64484
28:24.7,64498
28:24.7,64508
28:24.7,64513
28:24.7,64501
28:24.7,64501
28:24.7,64531
28:24.7,64544
28:24.7,64547
28:24.7,64540
28:24.7,64540
28:24.7,64567
28:24.7,64561
28:24.7,64559
28:24.7,64565
28:24.7,64565
28:24.7,64572
28:24.7,64583
28:24.7,64596
28:24.7,64589
28:24.7,64589
28:24.7,64590
28:24.7,64594
28:24.7,64601
28:24.7,64605
28:24.7,64605
28:24.7,64605
28:24.7,64603
28:24.7,64618
28:24.7,64621
28:24.7,64621
28:24.7,64615
28:24.7,64618
28:24.7,64620
28:24.7,64620
28:24.7,64625
28:24.7,64604
28:24.7,64619
28:24.7,64620
28:24.7,64620
28:24.7,64620
28:24.7,64617
28:24.7,64602
28:24.7,64603
28:24.8,64603
28:24.8,64611
28:24.8,64608
28:24.8,64601
28:24.8,64598
28:24.8,64598
28:24.8,64607
28:24.8,64600
28:24.8,64606
28:24.8,64606
28:24.8,64606
28:24.8,64600
28:24.8,64601
28:24.8,64598
28:24.8,64589
28:24.8,64589
28:24.8,64612
28:24.8,64606
28:24.8,64610
28:24.8,64597
28:24.8,64597
28:24.8,64615
28:24.8,64607
28:24.8,64620
28:24.8,64592
28:24.8,64592
28:24.8,64609
28:24.8,64610
28:24.8,64609
28:24.8,64627
28:24.8,64627
28:24.8,64615
28:24.8,64622
28:24.8,64622
28:24.8,64617
28:24.8,64617
28:24.8,64608
28:24.8,64632
28:24.8,64623
28:24.8,64623
28:24.8,64620
28:24.8,64613
28:24.8,64615
28:24.8,64608
28:24.8,64608
28:24.8,64616
28:24.8,64629
28:24.8,64615
28:24.8,64607
28:24.8,64607
28:24.8,64610
28:24.9,64617
28:24.9,64601
28:24.9,64612
28:24.9,64612
28:24.9,64604
28:24.9,64615
28:24.9,64619
28:24.9,64615
28:24.9,64615
28:24.9,64609
28:24.9,64628
28:24.9,64624
28:24.9,64624
28:24.9,64624
28:24.9,64633
28:24.9,64629
28:24.9,64628
28:24.9,64631
28:24.9,64631
28:24.9,64650
28:24.9,64644
28:24.9,64656
28:24.9,64663
28:24.9,64663
28:24.9,64673
28:24.9,64678
28:24.9,64693
28:24.9,64701
28:24.9,64701
28:24.9,64703
28:24.9,64708
28:24.9,64707
28:24.9,64707
28:24.9,64732
28:24.9,64728
28:24.9,64736
28:24.9,64737
28:24.9,64737
28:24.9,64766
28:24.9,64763
28:24.9,64758
28:24.9,64776
28:24.9,64776
28:24.9,64800
28:24.9,64812
28:24.9,64800
28:24.9,64821
28:24.9,64821
28:24.9,64827
28:24.9,64834
28:25.0,64839
28:25.0,64846
28:25.0,64846
28:25.0,64875
28:25.0,64873
28:25.0,64882
28:25.0,64882
28:25.0,64882
28:25.0,64889
28:25.0,64912
28:25.0,64919
28:25.0,64919
28:25.0,64919
28:25.0,64923
28:25.0,64948
28:25.0,64951
28:25.0,64946
28:25.0,64946
28:25.0,64966
28:25.0,64978
28:25.0,64995
28:25.0,65008
28:25.0,65008
28:25.0,65012
28:25.0,65013
28:25.0,65020
28:25.0,65037
28:25.0,65037
28:25.0,65050
28:25.0,65051
28:25.0,65050
28:25.0,65050
28:25.0,65057
28:25.0,65062
28:25.0,65074
28:25.0,65079
28:25.0,65079
28:25.0,65087
28:25.0,65079
28:25.0,65088
28:25.0,65102
28:25.0,65102
28:25.0,65109
28:25.0,65107
28:25.0,65113
28:25.0,65110
28:25.0,65110
28:25.0,65116
28:25.0,65119
28:25.0,65121
28:25.1,65125
28:25.1,65125
28:25.1,65128
28:25.1,65123
28:25.1,65140
28:25.1,65149
28:25.1,65149
28:25.1,65152
28:25.1,65158
28:25.1,65160
28:25.1,65157
28:25.1,65157
28:25.1,65173
28:25.1,65178
28:25.1,65183
28:25.1,65181
28:25.1,65181
28:25.1,65186
28:25.1,65198
28:25.1,65192
28:25.1,65190
28:25.1,65190
28:25.1,65186
28:25.1,65177
28:25.1,65166
28:25.1,65165
28:25.1,65165
28:25.1,65160
28:25.1,65145
28:25.1,65118
28:25.1,65118
28:25.1,65120
28:25.1,65087
28:25.1,65074
28:25.1,65052
28:25.1,65052
28:25.1,65052
28:25.1,65017
28:25.1,64992
28:25.1,64959
28:25.1,64959
28:25.1,64945
28:25.1,64926
28:25.1,64892
28:25.1,64855
28:25.1,64855
28:25.1,64840
28:25.1,64807
28:25.1,64792
28:25.1,64759
28:25.2,64759
28:25.2,64748
28:25.2,64705
28:25.2,64683
28:25.2,64652
28:25.2,64652
28:25.2,64623
28:25.2,64602
28:25.2,64580
28:25.2,64562
28:25.2,64562
28:25.2,64527
28:25.2,64518
28:25.2,64503
28:25.2,64481
28:25.2,64481
28:25.2,64462
28:25.2,64447
28:25.2,64442
28:25.2,64444
28:25.2,64444
28:25.2,64431
28:25.2,64446
28:25.2,64415
28:25.2,64415
28:25.2,64418
28:25.2,64408
28:25.2,64401
28:25.2,64393
28:25.2,64393
28:25.2,64391
28:25.2,64390
28:25.2,64389
28:25.2,64399
28:25.2,64399
28:25.2,64393
28:25.2,64390
28:25.2,64384
28:25.2,64388
28:25.2,64388
28:25.2,64387
28:25.2,64386
28:25.2,64401
28:25.2,64389
28:25.2,64389
28:25.2,64401
28:25.2,64390
28:25.2,64391
28:25.2,64400
28:25.2,64400
28:25.3,64384
28:25.3,64412
28:25.3,64416
28:25.3,64406
28:25.3,64406
28:25.3,64414
28:25.3,64420
28:25.3,64414
28:25.3,64412
28:25.3,64412
28:25.3,64430
28:25.3,64436
28:25.3,64435
28:25.3,64435
28:25.3,64435
28:25.3,64444
28:25.3,64436
28:25.3,64448
28:25.3,64461
28:25.3,64461
28:25.3,64467
28:25.3,64464
28:25.3,64471
28:25.3,64471
28:25.3,64480
28:25.3,64480
28:25.3,64480
28:25.3,64480
28:25.3,64480
28:25.3,64498
28:25.3,64502
28:25.3,64510
28:25.3,64522
28:25.3,64522
28:25.3,64523
28:25.3,64531
28:25.3,64542
28:25.3,64530
28:25.3,64530
28:25.3,64559
28:25.3,64554
28:25.3,64567
28:25.3,64571
28:25.3,64571
28:25.3,64588
28:25.3,64605
28:25.3,64598
28:25.3,64607
28:25.3,64607
28:25.3,64622
28:25.4,64646
28:25.4,64639
28:25.4,64652
28:25.4,64652
28:25.4,64654
28:25.4,64663
28:25.4,64675
28:25.4,64676
28:25.4,64676
28:25.4,64700
28:25.4,64710
28:25.4,64716
28:25.4,64740
28:25.4,64740
28:25.4,64730
28:25.4,64740
28:25.4,64749
28:25.4,64758
28:25.4,64758
28:25.4,64762
28:25.4,64769
28:25.4,64765
28:25.4,64765
28:25.4,64776
28:25.4,64792
28:25.4,64798
28:25.4,64804
28:25.4,64804
28:25.4,64817
28:25.4,64813
28:25.4,64827
28:25.4,64832
28:25.4,64832
28:25.4,64844
28:25.4,64840
28:25.4,64842
28:25.4,64844
28:25.4,64844
28:25.4,64849
28:25.4,64852
28:25.4,64862
28:25.4,64861
28:25.4,64861
28:25.4,64866
28:25.4,64873
28:25.4,64883
28:25.4,64877
28:25.4,64877
28:25.4,64884
28:25.5,64879
28:25.5,64873
28:25.5,64885
28:25.5,64885
28:25.5,64891
28:25.5,64902
28:25.5,64893
28:25.5,64900
28:25.5,64900
28:25.5,64904
28:25.5,64897
28:25.5,64903
28:25.5,64920
28:25.5,64920
28:25.5,64914
28:25.5,64916
28:25.5,64916
28:25.5,64919
28:25.5,64919
28:25.5,64925
28:25.5,64921
28:25.5,64935
28:25.5,64935
28:25.5,64930
28:25.5,64923
28:25.5,64952
28:25.5,64926
28:25.5,64926
28:25.5,64953
28:25.5,64956
28:25.5,64951
28:25.5,64947
28:25.5,64947
28:25.5,64950
28:25.5,64945
28:25.5,64948
28:25.5,64945
28:25.5,64945
28:25.5,64938
28:25.5,64952
28:25.5,64955
28:25.5,64953
28:25.5,64953
28:25.5,64959
28:25.5,64959
28:25.5,64961
28:25.5,64963
28:25.5,64963
28:25.5,64956
28:25.5,64953
28:25.5,64951
28:25.6,64932
28:25.6,64932
28:25.6,64947
28:25.6,64942
28:25.6,64942
28:25.6,64944
28:25.6,64944
28:25.6,64948
28:25.6,64937
28:25.6,64949
28:25.6,64935
28:25.6,64935
28:25.6,64948
28:25.6,64939
28:25.6,64933
28:25.6,64930
28:25.6,64930
28:25.6,64931
28:25.6,64926
28:25.6,64914
28:25.6,64914
28:25.6,64925
28:25.6,64908
28:25.6,64910
28:25.6,64896
28:25.6,64896
28:25.6,64901
28:25.6,64881
28:25.6,64871
28:25.6,64870
28:25.6,64870
28:25.6,64866
28:25.6,64862
28:25.6,64838
28:25.6,64842
28:25.6,64842
28:25.6,64841
28:25.6,64834
28:25.6,64835
28:25.6,64815
28:25.6,64815
28:25.6,64825
28:25.6,64814
28:25.6,64816
28:25.6,64824
28:25.6,64824
28:25.6,64817
28:25.6,64811
28:25.6,64820
28:25.6,64818
28:25.7,64818
28:25.7,64818
28:25.7,64823
28:25.7,64822
28:25.7,64813
28:25.7,64813
28:25.7,64821
28:25.7,64823
28:25.7,64816
28:25.7,64838
28:25.7,64838
28:25.7,64822
28:25.7,64834
28:25.7,64838
28:25.7,64834
28:25.7,64834
28:25.7,64833
28:25.7,64835
28:25.7,64836
28:25.7,64836
28:25.7,64842
28:25.7,64837
28:25.7,64842
28:25.7,64839
28:25.7,64839
28:25.7,64832
28:25.7,64843
28:25.7,64839
28:25.7,64838
28:25.7,64838
28:25.7,64824
28:25.7,64818
28:25.7,64815
28:25.7,64803
28:25.7,64803
28:25.7,64809
28:25.7,64802
28:25.7,64799
28:25.7,64786
28:25.7,64786
28:25.7,64786
28:25.7,64768
28:25.7,64766
28:25.7,64745
28:25.7,64745
28:25.7,64738
28:25.7,64731
28:25.7,64722
28:25.7,64709
28:25.7,64709
28:25.8,64696
28:25.8,64693
28:25.8,64691
28:25.8,64679
28:25.8,64679
28:25.8,64672
28:25.8,64652
28:25.8,64669
28:25.8,64632
28:25.8,64632
28:25.8,64657
28:25.8,64647
28:25.8,64645
28:25.8,64645
28:25.8,64637
28:25.8,64632
28:25.8,64639
28:25.8,64621
28:25.8,64621
28:25.8,64633
28:25.8,64618
28:25.8,64619
28:25.8,64609
28:25.8,64609
28:25.8,64625
28:25.8,64625
28:25.8,64612
28:25.8,64617
28:25.8,64617
28:25.8,64621
28:25.8,64636
28:25.8,64631
28:25.8,64645
28:25.8,64645
28:25.8,64606
28:25.8,64626
28:25.8,64624
28:25.8,64628
28:25.8,64628
28:25.8,64639
28:25.8,64643
28:25.8,64635
28:25.8,64637
28:25.8,64637
28:25.8,64647
28:25.8,64658
28:25.8,64645
28:25.8,64660
28:25.8,64660
28:25.8,64656
28:25.9,64664
28:25.9,64665
28:25.9,64666
28:25.9,64666
28:25.9,64684
28:25.9,64686
28:25.9,64687
28:25.9,64692
28:25.9,64692
28:25.9,64701
28:25.9,64706
28:25.9,64709
28:25.9,64709
28:25.9,64728
28:25.9,64720
28:25.9,64725
28:25.9,64739
28:25.9,64739
28:25.9,64762
28:25.9,64758
28:25.9,64768
28:25.9,64777
28:25.9,64777
28:25.9,64783
28:25.9,64795
28:25.9,64799
28:25.9,64808
28:25.9,64808
28:25.9,64813
28:25.9,64832
28:25.9,64824
28:25.9,64841
28:25.9,64841
28:25.9,64847
28:25.9,64854
28:25.9,64859
28:25.9,64875
28:25.9,64875
28:25.9,64894
28:25.9,64894
28:25.9,64909
28:25.9,64904
28:25.9,64904
28:25.9,64912
28:25.9,64921
28:25.9,64920
28:25.9,64932
28:25.9,64932
28:25.9,64937
28:25.9,64949
28:26.0,64945
28:26.0,64955
28:26.0,64955
28:26.0,64951
28:26.0,64969
28:26.0,64977
28:26.0,64984
28:26.0,64984
28:26.0,64985
28:26.0,64981
28:26.0,64985
28:26.0,64985
28:26.0,65003
28:26.0,64983
28:26.0,64982
28:26.0,64982
28:26.0,64982
28:26.0,64995
28:26.0,64966
28:26.0,64972
28:26.0,64964
28:26.0,64964
28:26.0,64964
28:26.0,64970
28:26.0,64951
28:26.0,64943
28:26.0,64943
28:26.0,64940
28:26.0,64938
28:26.0,64927
28:26.0,64919
28:26.0,64919
28:26.0,64917
28:26.0,64900
28:26.0,64897
28:26.0,64890
28:26.0,64890
28:26.0,64866
28:26.0,64879
28:26.0,64877
28:26.0,64859
28:26.0,64859
28:26.0,64857
28:26.0,64851
28:26.0,64836
28:26.0,64844
28:26.0,64844
28:26.0,64831
28:26.0,64824
28:26.0,64814
28:26.1,64805
28:26.1,64805
28:26.1,64807
28:26.1,64799
28:26.1,64798
28:26.1,64794
28:26.1,64794
28:26.1,64785
28:26.1,64786
28:26.1,64784
28:26.1,64784
28:26.1,64781
28:26.1,64779
28:26.1,64777
28:26.1,64783
28:26.1,64783
28:26.1,64781
28:26.1,64788
28:26.1,64785
28:26.1,64776
28:26.1,64776
28:26.1,64782
28:26.1,64778
28:26.1,64787
28:26.1,64787
28:26.1,64787
28:26.1,64785
28:26.1,64784
28:26.1,64804
28:26.1,64788
28:26.1,64788
28:26.1,64794
28:26.1,64795
28:26.1,64802
28:26.1,64796
28:26.1,64796
28:26.1,64806
28:26.1,64826
28:26.1,64825
28:26.1,64821
28:26.1,64821
28:26.1,64850
28:26.1,64830
28:26.1,64838
28:26.1,64838
28:26.1,64838
28:26.1,64843
28:26.1,64837
28:26.1,64854
28:26.1,64860
28:26.2,64860
28:26.2,64855
28:26.2,64866
28:26.2,64867
28:26.2,64882
28:26.2,64882
28:26.2,64882
28:26.2,64885
28:26.2,64893
28:26.2,64893
28:26.2,64901
28:26.2,64913
28:26.2,64911
28:26.2,64922
28:26.2,64922
28:26.2,64935
28:26.2,64920
28:26.2,64938
28:26.2,64945
28:26.2,64945
28:26.2,64954
28:26.2,64961
28:26.2,64979
28:26.2,64961
28:26.2,64961
28:26.2,64978
28:26.2,64987
28:26.2,64996
28:26.2,64996
28:26.2,64996
28:26.2,65010
28:26.2,65008
28:26.2,65026
28:26.2,65026
28:26.2,65026
28:26.2,65039
28:26.2,65049
28:26.2,65049
28:26.2,65038
28:26.2,65038
28:26.2,65063
28:26.2,65072
28:26.2,65076
28:26.2,65077
28:26.2,65077
28:26.2,65091
28:26.2,65096
28:26.2,65113
28:26.2,65091
28:26.2,65091
28:26.3,65121
28:26.3,65105
28:26.3,65124
28:26.3,65138
28:26.3,65138
28:26.3,65125
28:26.3,65140
28:26.3,65135
28:26.3,65135
28:26.3,65147
28:26.3,65139
28:26.3,65140
28:26.3,65130
28:26.3,65130
28:26.3,65127
28:26.3,65110
28:26.3,65109
28:26.3,65094
28:26.3,65094
28:26.3,65088
28:26.3,65077
28:26.3,65048
28:26.3,65039
28:26.3,65039
28:26.3,65018
28:26.3,65000
28:26.3,64983
28:26.3,64958
28:26.3,64958
28:26.3,64951
28:26.3,64925
28:26.3,64906
28:26.3,64887
28:26.3,64887
28:26.3,64867
28:26.3,64843
28:26.3,64821
28:26.3,64792
28:26.3,64792
28:26.3,64776
28:26.3,64751
28:26.3,64738
28:26.3,64708
28:26.3,64708
28:26.3,64695
28:26.3,64671
28:26.3,64654
28:26.3,64639
28:26.3,64639
28:26.3,64629
28:26.4,64620
28:26.4,64600
28:26.4,64591
28:26.4,64591
28:26.4,64578
28:26.4,64574
28:26.4,64555
28:26.4,64555
28:26.4,64563
28:26.4,64554
28:26.4,64550
28:26.4,64548
28:26.4,64548
28:26.4,64538
28:26.4,64545
28:26.4,64539
28:26.4,64540
28:26.4,64540
28:26.4,64532
28:26.4,64535
28:26.4,64532
28:26.4,64530
28:26.4,64530
28:26.4,64524
28:26.4,64535
28:26.4,64542
28:26.4,64522
28:26.4,64522
28:26.4,64525
28:26.4,64531
28:26.4,64542
28:26.4,64535
28:26.4,64535
28:26.4,64537
28:26.4,64545
28:26.4,64544
28:26.4,64548
28:26.4,64548
28:26.4,64545
28:26.4,64561
28:26.4,64554
28:26.4,64555
28:26.4,64555
28:26.4,64559
28:26.4,64554
28:26.4,64556
28:26.4,64565
28:26.4,64565
28:26.4,64571
28:26.4,64570
28:26.5,64556
28:26.5,64577
28:26.5,64577
28:26.5,64576
28:26.5,64572
28:26.5,64573
28:26.5,64573
28:26.5,64588
28:26.5,64589
28:26.5,64588
28:26.5,64585
28:26.5,64585
28:26.5,64597
28:26.5,64603
28:26.5,64602
28:26.5,64606
28:26.5,64606
28:26.5,64601
28:26.5,64605
28:26.5,64604
28:26.5,64609
28:26.5,64609
28:26.5,64618
28:26.5,64615
28:26.5,64616
